property_id,living_area,total_area,rooms,bathrooms,bedrooms,garage,garden,balcony,furnished,pool,floors,price,latitude,longitude,type_apartment,type_house,description
270,90.0,192.0,3.0,1.0,3.0,0,0,0,0,0,4.0,298508.0,35.90524105,10.5620744856,0,1,"This property offers 90 m² of living space on a 180 m² plot. It includes 3 rooms, 3 bedrooms, and 1 bathrooms. The property spans 4 floors. Ideal for residential use. The asking price is approximately 298508 TND."
271,450.0,192.0,4.0,3.0,3.0,1,1,1,1,0,1.0,690000.0,33.8688772,10.8695549858,0,1,"This property offers 450 m² of living space on a 170 m² plot. It includes 4 rooms, 3 bedrooms, and 3 bathrooms. It also features a garage, a balcony, a garden, is fully furnished. Ideal for residential use. The asking price is approximately 690000 TND."
272,359.0,192.0,4.0,3.0,3.0,1,1,1,1,1,1.0,500000.0,33.7735976,10.8861887575,0,1,"This property offers 359 m² of living space on a 179 m² plot. It includes 4 rooms, 3 bedrooms, and 3 bathrooms. It also features a garage, a balcony, a garden, a swimming pool, is fully furnished. Ideal for residential use. The asking price is approximately 500000 TND."
273,139.0,192.0,4.0,2.0,3.0,0,0,0,0,0,1.0,585000.0,36.85483045,10.2847585688,0,1,"This property offers 139 m² of living space on a 139 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. Ideal for residential use. The asking price is approximately 585000 TND."
274,148.0,148.0,3.0,2.0,2.0,0,0,1,0,0,1.0,446363.0,36.7305565,10.3095307,0,1,"This property offers 148 m² of living space on a 180 m² plot. It includes 3 rooms, 2 bedrooms, and 2 bathrooms. It also features a balcony. Ideal for residential use. The asking price is approximately 446363 TND."
275,163.0,192.0,4.0,1.0,3.0,0,0,0,0,0,2.0,350.0,36.7531147,10.0685193663,0,0,"This property offers 163 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Suitable for land development. The asking price is approximately 350 TND."
276,127.0,192.0,3.0,1.0,3.0,0,0,0,0,0,3.0,238807.0,35.90524105,10.5620744856,0,1,"This property offers 127 m² of living space on a 180 m² plot. It includes 3 rooms, 3 bedrooms, and 1 bathrooms. The property spans 3 floors. Ideal for residential use. The asking price is approximately 238807 TND."
277,324.0,192.0,4.0,1.0,3.0,0,0,0,0,0,2.0,220000.0,36.8606537,10.208700573,0,0,"This property offers 324 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Suitable for land development. The asking price is approximately 220000 TND."
278,80.0,80.0,2.0,1.0,1.0,0,0,1,1,0,4.0,358209.0,33.687261879,-5.3570109556,0,1,"This property offers 80 m² of living space on a 180 m² plot. It includes 2 rooms, 1 bedrooms, and 1 bathrooms. The property spans 4 floors. It also features a balcony, is fully furnished. Ideal for residential use. The asking price is approximately 358209 TND."
279,125.0,125.0,3.0,1.0,2.0,0,0,1,0,0,1.0,417910.0,36.8002068,10.1857757,0,1,"This property offers 125 m² of living space on a 180 m² plot. It includes 3 rooms, 2 bedrooms, and 1 bathrooms. It also features a balcony. Ideal for residential use. The asking price is approximately 417910 TND."
280,135.0,192.0,3.0,1.0,3.0,0,0,0,0,0,2.0,318409.0,35.8749788,10.5935183037,0,1,"This property offers 135 m² of living space on a 180 m² plot. It includes 3 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 318409 TND."
281,180.0,190.0,5.0,3.0,3.0,1,0,1,0,0,5.0,1550.0,36.8660799,10.1693915,0,1,"This property offers 180 m² of living space on a 180 m² plot. It includes 5 rooms, 3 bedrooms, and 3 bathrooms. The property spans 5 floors. It also features a garage, a balcony. Ideal for residential use. The asking price is approximately 1550 TND."
282,163.0,100.0,4.0,1.0,3.0,0,0,0,0,0,2.0,122985.0,35.7963519,10.65752051,0,1,"This property offers 163 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 122985 TND."
283,70.0,192.0,3.0,1.0,3.0,0,0,0,0,0,2.0,199004.0,35.8288284,10.6405254,0,0,"This property offers 70 m² of living space on a 180 m² plot. It includes 3 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. The asking price is approximately 199004 TND."
284,332.0,192.0,4.0,1.0,3.0,0,0,0,0,0,1.0,265000.0,36.385973755,10.4582026824,1,0,"This property offers 332 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. This property serves other purposes. The asking price is approximately 265000 TND."
285,450.0,192.0,4.0,3.0,3.0,1,1,1,1,0,1.0,690000.0,33.8688772,10.8695549858,0,1,"This property offers 450 m² of living space on a 170 m² plot. It includes 4 rooms, 3 bedrooms, and 3 bathrooms. It also features a garage, a balcony, a garden, is fully furnished. Ideal for residential use. The asking price is approximately 690000 TND."
286,90.0,80.0,3.0,1.0,3.0,0,0,0,0,0,2.0,204974.0,36.4512897,10.7355915,0,1,"This property offers 90 m² of living space on a 180 m² plot. It includes 3 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 204974 TND."
287,332.0,192.0,4.0,1.0,3.0,0,0,0,0,0,1.0,265000.0,36.385973755,10.4582026824,1,0,"This property offers 332 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. This property serves other purposes. The asking price is approximately 265000 TND."
288,104.0,192.0,3.0,1.0,2.0,0,0,0,0,1,2.0,332548.0,36.4012665,10.5572826516,0,1,"This property offers 104 m² of living space on a 180 m² plot. It includes 3 rooms, 2 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a swimming pool. Ideal for residential use. The asking price is approximately 332548 TND."
289,82.0,82.0,2.0,1.0,1.0,0,0,0,0,0,1.0,246668.0,36.9685735,10.1219855063,0,1,"This property offers 82 m² of living space on a 180 m² plot. It includes 2 rooms, 1 bedrooms, and 1 bathrooms. Ideal for residential use. The asking price is approximately 246668 TND."
290,163.0,163.0,4.0,2.0,3.0,0,0,1,0,0,6.0,358209.0,36.9685735,10.1219855063,0,1,"This property offers 163 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. The property spans 6 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 358209 TND."
291,120.0,192.0,4.0,2.0,3.0,0,0,0,0,1,2.0,491151.0,36.4012665,10.5572826516,0,1,"This property offers 120 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. The property spans 2 floors. It also features a swimming pool. Ideal for residential use. The asking price is approximately 491151 TND."
292,100.0,100.0,3.0,1.0,2.0,0,0,1,0,0,2.0,248757.0,36.7624363,9.8336190783,0,1,"This property offers 100 m² of living space on a 180 m² plot. It includes 3 rooms, 2 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 248757 TND."
293,122.0,192.0,4.0,1.0,3.0,1,0,0,0,0,2.0,386000.0,36.8622616,10.1697459,0,1,"This property offers 122 m² of living space on a 122 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a garage. Ideal for residential use. The asking price is approximately 386000 TND."
294,152.0,192.0,4.0,2.0,3.0,1,0,0,0,0,1.0,520000.0,36.385973755,10.4582026824,0,1,"This property offers 152 m² of living space on a 152 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. It also features a garage. Ideal for residential use. The asking price is approximately 520000 TND."
295,163.0,192.0,4.0,2.0,3.0,0,0,1,0,0,6.0,360000.0,36.8622616,10.1697459,0,1,"This property offers 163 m² of living space on a 163 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. The property spans 6 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 360000 TND."
296,163.0,192.0,4.0,1.0,3.0,0,0,0,0,0,2.0,350.0,36.7531147,10.0685193663,0,0,"This property offers 163 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Suitable for land development. The asking price is approximately 350 TND."
297,102.0,117.0,4.0,1.0,3.0,0,0,0,0,0,4.0,264679.0,35.8288284,10.6405254,0,1,"This property offers 102 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 4 floors. Ideal for residential use. The asking price is approximately 264679 TND."
298,160.0,240.0,3.0,1.0,3.0,0,0,0,0,0,1.0,279403.0,35.75647235,10.6276876945,0,1,"This property offers 160 m² of living space on a 180 m² plot. It includes 3 rooms, 3 bedrooms, and 1 bathrooms. Ideal for residential use. The asking price is approximately 279403 TND."
299,204.2,204.2,4.0,3.0,3.0,1,0,0,0,0,2.0,881000.0,36.8601075,10.2898885,0,1,"This property offers 204 m² of living space on a 204 m² plot. It includes 4 rooms, 3 bedrooms, and 3 bathrooms. The property spans 2 floors. It also features a garage. Ideal for residential use. The asking price is approximately 881000 TND."
300,50.0,50.0,2.0,1.0,1.0,0,0,0,0,0,2.0,179106.0,36.8672915,10.1000098834,0,1,"This property offers 50 m² of living space on a 180 m² plot. It includes 2 rooms, 1 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 179106 TND."
301,163.0,192.0,4.0,1.0,3.0,0,0,0,0,0,2.0,800.0,36.7531147,10.0685193663,1,0,"This property offers 163 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. This property serves other purposes. The asking price is approximately 800 TND."
302,163.0,192.0,4.0,1.0,3.0,0,0,0,0,0,2.0,800.0,36.7531147,10.0685193663,1,0,"This property offers 163 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. This property serves other purposes. The asking price is approximately 800 TND."
303,134.0,192.0,4.0,1.0,3.0,0,0,1,0,0,3.0,650000.0,36.8622616,10.1697459,0,1,"This property offers 134 m² of living space on a 134 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 3 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 650000 TND."
304,50.0,65.0,2.0,1.0,3.0,0,0,0,0,0,7.0,207920.0,35.8288284,10.6405254,0,1,"This property offers 50 m² of living space on a 180 m² plot. It includes 2 rooms, 3 bedrooms, and 1 bathrooms. The property spans 7 floors. Ideal for residential use. The asking price is approximately 207920 TND."
305,160.0,160.0,4.0,2.0,3.0,0,0,0,0,0,5.0,517413.0,33.687261879,-5.3570109556,0,1,"This property offers 160 m² of living space on a 160 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. The property spans 5 floors. Ideal for residential use. The asking price is approximately 517413 TND."
306,131.0,131.0,3.0,2.0,2.0,0,0,1,0,0,1.0,534330.0,33.687261879,-5.3570109556,0,1,"This property offers 131 m² of living space on a 180 m² plot. It includes 3 rooms, 2 bedrooms, and 2 bathrooms. It also features a balcony. Ideal for residential use. The asking price is approximately 534330 TND."
307,150.0,150.0,3.0,1.0,2.0,0,0,1,0,0,8.0,373135.0,35.8288284,10.6405254,0,1,"This property offers 150 m² of living space on a 180 m² plot. It includes 3 rooms, 2 bedrooms, and 1 bathrooms. The property spans 8 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 373135 TND."
308,55.0,192.0,2.0,1.0,1.0,0,0,0,0,1,2.0,240456.0,36.4012665,10.5572826516,0,1,"This property offers 55 m² of living space on a 180 m² plot. It includes 2 rooms, 1 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a swimming pool. Ideal for residential use. The asking price is approximately 240456 TND."
309,264.0,264.0,5.0,3.0,4.0,0,0,0,0,1,2.0,746270.0,36.4012665,10.5572826516,0,1,"This property offers 264 m² of living space on a 180 m² plot. It includes 5 rooms, 4 bedrooms, and 3 bathrooms. The property spans 2 floors. It also features a swimming pool. Ideal for residential use. The asking price is approximately 746270 TND."
310,60.0,60.0,3.0,1.0,3.0,0,0,0,1,0,2.0,248757.0,35.90524105,10.5620744856,0,1,"This property offers 60 m² of living space on a 180 m² plot. It includes 3 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features is fully furnished. Ideal for residential use. The asking price is approximately 248757 TND."
311,173.0,173.0,3.0,1.0,2.0,0,0,0,0,0,2.0,89553.0,36.7708432,10.1102505,0,1,"This property offers 173 m² of living space on a 173 m² plot. It includes 3 rooms, 2 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 89553 TND."
312,141.0,176.0,4.0,1.0,3.0,0,0,0,0,0,2.0,373693.0,36.4012665,10.5572826516,0,1,"This property offers 141 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 373693 TND."
313,359.0,192.0,4.0,3.0,3.0,1,1,1,1,1,1.0,500000.0,33.7735976,10.8861887575,0,1,"This property offers 359 m² of living space on a 179 m² plot. It includes 4 rooms, 3 bedrooms, and 3 bathrooms. It also features a garage, a balcony, a garden, a swimming pool, is fully furnished. Ideal for residential use. The asking price is approximately 500000 TND."
314,150.0,150.0,3.0,1.0,2.0,0,0,1,0,0,8.0,373135.0,35.8288284,10.6405254,0,1,"This property offers 150 m² of living space on a 180 m² plot. It includes 3 rooms, 2 bedrooms, and 1 bathrooms. The property spans 8 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 373135 TND."
315,157.0,192.0,4.0,1.0,3.0,1,0,1,0,0,2.0,650000.0,36.8601075,10.2898885,0,1,"This property offers 157 m² of living space on a 157 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a garage, a balcony. Ideal for residential use. The asking price is approximately 650000 TND."
316,139.0,192.0,4.0,2.0,3.0,0,0,0,0,0,1.0,585000.0,36.85483045,10.2847585688,0,1,"This property offers 139 m² of living space on a 139 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. Ideal for residential use. The asking price is approximately 585000 TND."
317,2.453,192.0,4.0,1.0,3.0,0,0,0,0,0,2.0,315000.0,33.8458107,10.9876027664,0,0,"This property offers 2 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Suitable for land development. The asking price is approximately 315000 TND."
318,199.0,199.0,4.0,2.0,3.0,0,0,0,0,0,1.0,358209.0,36.8002068,10.1857757,0,1,"This property offers 199 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. Ideal for residential use. The asking price is approximately 358209 TND."
319,102.0,117.0,4.0,1.0,3.0,0,0,0,0,0,4.0,264679.0,35.8288284,10.6405254,0,1,"This property offers 102 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 4 floors. Ideal for residential use. The asking price is approximately 264679 TND."
320,193.0,193.0,4.0,2.0,3.0,0,0,1,0,0,3.0,547266.0,36.4693627,10.7809776,0,1,"This property offers 193 m² of living space on a 193 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. The property spans 3 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 547266 TND."
321,182.0,182.0,5.0,1.0,3.0,0,0,0,0,0,1.0,547266.0,36.8749751,10.2454267,0,1,"This property offers 182 m² of living space on a 180 m² plot. It includes 5 rooms, 3 bedrooms, and 1 bathrooms. Ideal for residential use. The asking price is approximately 547266 TND."
322,150.0,175.0,4.0,1.0,3.0,0,0,0,0,0,2.0,365372.0,31.7317009,9.7702197496,0,1,"This property offers 150 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 365372 TND."
323,67.0,105.0,2.0,1.0,3.0,0,0,0,0,0,4.0,265174.0,35.8288284,10.6405254,0,1,"This property offers 67 m² of living space on a 180 m² plot. It includes 2 rooms, 3 bedrooms, and 1 bathrooms. The property spans 4 floors. Ideal for residential use. The asking price is approximately 265174 TND."
324,163.0,192.0,4.0,1.0,3.0,0,0,0,0,0,2.0,350.0,36.7531147,10.0685193663,0,0,"This property offers 163 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Suitable for land development. The asking price is approximately 350 TND."
325,198.0,90.0,3.0,1.0,2.0,0,1,1,1,1,5.0,340000.0,35.8408704,10.60015645,0,1,"This property offers 198 m² of living space on a 108 m² plot. It includes 3 rooms, 2 bedrooms, and 1 bathrooms. The property spans 5 floors. It also features a balcony, a garden, a swimming pool, is fully furnished. Ideal for residential use. The asking price is approximately 340000 TND."
326,300.0,300.0,5.0,1.0,3.0,0,0,0,0,0,1.0,537315.0,35.8288284,10.6405254,0,1,"This property offers 300 m² of living space on a 180 m² plot. It includes 5 rooms, 3 bedrooms, and 1 bathrooms. Ideal for residential use. The asking price is approximately 537315 TND."
327,98.0,192.0,3.0,1.0,2.0,0,0,1,0,0,2.0,554591.0,33.687261879,-5.3570109556,0,1,"This property offers 98 m² of living space on a 180 m² plot. It includes 3 rooms, 2 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 554591 TND."
328,150.0,175.0,4.0,1.0,3.0,0,0,0,0,0,2.0,365372.0,31.7317009,9.7702197496,0,1,"This property offers 150 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 365372 TND."
329,140.0,140.0,3.0,1.0,2.0,0,0,1,0,1,5.0,333335.0,36.8002068,10.1857757,0,1,"This property offers 140 m² of living space on a 120 m² plot. It includes 3 rooms, 2 bedrooms, and 1 bathrooms. The property spans 5 floors. It also features a balcony, a swimming pool. Ideal for residential use. The asking price is approximately 333335 TND."
330,120.0,120.0,4.0,1.0,3.0,0,0,0,0,0,2.0,157214.0,36.8002068,10.1857757,0,1,"This property offers 120 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 157214 TND."
331,102.0,117.0,4.0,1.0,3.0,0,0,0,0,0,4.0,264679.0,35.8288284,10.6405254,0,1,"This property offers 102 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 4 floors. Ideal for residential use. The asking price is approximately 264679 TND."
332,202.0,192.0,5.0,2.0,4.0,0,0,0,0,0,1.0,720000.0,36.8601075,10.2898885,0,1,"This property offers 202 m² of living space on a 175 m² plot. It includes 5 rooms, 4 bedrooms, and 2 bathrooms. Ideal for residential use. The asking price is approximately 720000 TND."
333,127.0,192.0,4.0,1.0,3.0,0,0,0,0,0,2.0,366467.0,36.4012665,10.5572826516,0,1,"This property offers 127 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 366467 TND."
334,270.0,170.0,4.0,1.0,3.0,0,1,1,0,0,2.0,980000.0,36.8790882,10.327678,0,1,"This property offers 270 m² of living space on a 170 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a balcony, a garden. Ideal for residential use. The asking price is approximately 980000 TND."
335,127.0,192.0,4.0,1.0,3.0,1,0,1,0,0,1.0,330000.0,36.8491478,10.2639359,0,1,"This property offers 127 m² of living space on a 127 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. It also features a garage, a balcony. Ideal for residential use. The asking price is approximately 330000 TND."
336,115.0,192.0,3.0,2.0,2.0,0,1,1,0,0,2.0,401000.0,36.8947789,10.2201739647,0,1,"This property offers 115 m² of living space on a 115 m² plot. It includes 3 rooms, 2 bedrooms, and 2 bathrooms. The property spans 2 floors. It also features a balcony, a garden. Ideal for residential use. The asking price is approximately 401000 TND."
337,113.0,192.0,4.0,1.0,3.0,0,0,0,0,0,2.0,318409.0,36.8456561,11.0935701,0,1,"This property offers 113 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 318409 TND."
338,150.0,150.0,4.0,2.0,3.0,0,0,1,0,0,1.0,447762.0,36.8002068,10.1857757,0,1,"This property offers 150 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. It also features a balcony. Ideal for residential use. The asking price is approximately 447762 TND."
339,90.0,90.0,4.0,1.0,3.0,0,0,0,1,1,2.0,646766.0,36.4012665,10.5572826516,0,1,"This property offers 90 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a swimming pool, is fully furnished. Ideal for residential use. The asking price is approximately 646766 TND."
340,13.85,13.85,4.0,1.0,3.0,0,0,0,0,0,2.0,380000.0,36.3014563,10.4540907,0,0,"This property offers 13 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Suitable for land development. The asking price is approximately 380000 TND."
341,154.0,119.0,4.0,1.0,3.0,0,0,0,0,0,2.0,491624.0,35.8288284,10.6405254,0,1,"This property offers 154 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 491624 TND."
342,152.0,192.0,4.0,2.0,3.0,1,0,0,0,0,1.0,520000.0,36.385973755,10.4582026824,0,1,"This property offers 152 m² of living space on a 152 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. It also features a garage. Ideal for residential use. The asking price is approximately 520000 TND."
343,163.0,100.0,4.0,1.0,3.0,0,0,0,0,0,2.0,122985.0,35.7963519,10.65752051,0,1,"This property offers 163 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 122985 TND."
344,132.0,132.0,4.0,1.0,3.0,0,0,1,0,0,5.0,248757.0,36.8002068,10.1857757,0,1,"This property offers 132 m² of living space on a 132 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 5 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 248757 TND."
345,118.0,192.0,3.0,1.0,2.0,0,0,0,0,0,2.0,432267.0,36.8811985,10.211819,0,1,"This property offers 118 m² of living space on a 118 m² plot. It includes 3 rooms, 2 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 432267 TND."
346,150.0,150.0,4.0,2.0,3.0,0,0,1,0,0,2.0,388061.0,33.687261879,-5.3570109556,0,1,"This property offers 150 m² of living space on a 150 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. The property spans 2 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 388061 TND."
347,173.0,173.0,3.0,1.0,2.0,0,0,0,0,0,2.0,89553.0,36.7708432,10.1102505,0,1,"This property offers 173 m² of living space on a 173 m² plot. It includes 3 rooms, 2 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 89553 TND."
348,193.0,193.0,4.0,2.0,3.0,0,0,1,0,0,3.0,547266.0,36.4693627,10.7809776,0,1,"This property offers 193 m² of living space on a 193 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. The property spans 3 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 547266 TND."
349,168.0,168.0,4.0,2.0,3.0,0,0,1,0,0,2.0,383085.0,36.7624363,9.8336190783,0,1,"This property offers 168 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 2 bathrooms. The property spans 2 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 383085 TND."
350,114.0,114.0,4.0,1.0,3.0,0,0,1,0,0,5.0,248757.0,36.8002068,10.1857757,0,1,"This property offers 114 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 5 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 248757 TND."
351,110.0,190.0,4.0,1.0,3.0,0,0,0,0,0,1.0,89553.0,36.4012665,10.5572826516,0,1,"This property offers 110 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. Ideal for residential use. The asking price is approximately 89553 TND."
352,85.0,192.0,3.0,1.0,3.0,0,0,0,0,0,2.0,278606.0,35.8288284,10.6405254,0,1,"This property offers 85 m² of living space on a 180 m² plot. It includes 3 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 278606 TND."
353,78.0,101.0,3.0,1.0,3.0,0,0,0,1,1,2.0,302488.0,36.9545614,8.7573829,0,1,"This property offers 78 m² of living space on a 180 m² plot. It includes 3 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a swimming pool, is fully furnished. Ideal for residential use. The asking price is approximately 302488 TND."
354,74.0,192.0,3.0,1.0,3.0,0,0,0,1,0,5.0,313434.0,35.8288284,10.6405254,0,1,"This property offers 74 m² of living space on a 180 m² plot. It includes 3 rooms, 3 bedrooms, and 1 bathrooms. The property spans 5 floors. It also features is fully furnished. Ideal for residential use. The asking price is approximately 313434 TND."
355,114.0,114.0,4.0,1.0,3.0,0,0,1,0,0,2.0,263683.0,36.8002068,10.1857757,0,1,"This property offers 114 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a balcony. Ideal for residential use. The asking price is approximately 263683 TND."
356,137.0,137.0,4.0,1.0,3.0,0,0,0,1,0,2.0,502487.0,36.8749751,10.2454267,0,1,"This property offers 137 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features is fully furnished. Ideal for residential use. The asking price is approximately 502487 TND."
357,77.0,92.0,2.0,1.0,3.0,0,0,0,1,0,4.0,1069123.0,36.8002068,10.1857757,0,1,"This property offers 77 m² of living space on a 180 m² plot. It includes 2 rooms, 3 bedrooms, and 1 bathrooms. The property spans 4 floors. It also features is fully furnished. Ideal for residential use. The asking price is approximately 1069123 TND."
358,141.0,192.0,3.0,2.0,2.0,0,0,0,0,0,2.0,390000.0,36.8947789,10.2201739647,0,1,"This property offers 141 m² of living space on a 125 m² plot. It includes 3 rooms, 2 bedrooms, and 2 bathrooms. The property spans 2 floors. Ideal for residential use. The asking price is approximately 390000 TND."
359,205.0,279.0,4.0,1.0,3.0,0,0,0,0,1,2.0,728045.0,36.4012665,10.5572826516,0,1,"This property offers 205 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a swimming pool. Ideal for residential use. The asking price is approximately 728045 TND."
360,170.0,170.0,4.0,1.0,3.0,0,0,0,0,0,1.0,417910.0,36.9685735,10.1219855063,0,1,"This property offers 170 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. Ideal for residential use. The asking price is approximately 417910 TND."
361,90.0,90.0,4.0,1.0,3.0,0,0,0,1,1,2.0,646766.0,36.4012665,10.5572826516,0,1,"This property offers 90 m² of living space on a 180 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a swimming pool, is fully furnished. Ideal for residential use. The asking price is approximately 646766 TND."
362,163.0,116.0,3.0,1.0,3.0,0,0,0,0,0,3.0,288557.0,35.8288284,10.6405254,0,1,"This property offers 163 m² of living space on a 180 m² plot. It includes 3 rooms, 3 bedrooms, and 1 bathrooms. The property spans 3 floors. Ideal for residential use. The asking price is approximately 288557 TND."
363,157.0,192.0,4.0,1.0,3.0,1,0,1,0,0,2.0,650000.0,36.8601075,10.2898885,0,1,"This property offers 157 m² of living space on a 157 m² plot. It includes 4 rooms, 3 bedrooms, and 1 bathrooms. The property spans 2 floors. It also features a garage, a balcony. Ideal for residential use. The asking price is approximately 650000 TND."
